;id;org:resource;concept:name;time:timestamp;org:role;case:Permit travel permit number;case:Task;case:OrganizationalEntity;case:RequestedAmount;case:Activity;case:Permit TaskNumber;case:Permit BudgetNumber;case:Permit ProjectNumber;case:Project;case:concept:name;case:Permit OrganizationalEntity;case:Permit RequestedBudget;case:Cost Type;case:Permit id;case:Permit ActivityNumber;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
67;st_step 72943_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2017-02-02 10:55:35+01:00;EMPLOYEE;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; permit, employee; submitted;; employee;, STAFF MEMBER
68;st_step 72944_0;STAFF MEMBER;Permit APPROVED by PRE_APPROVER;2017-02-02 10:55:37+01:00;PRE_APPROVER;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; permit, pre; approved, approver;; pre approver;, STAFF MEMBER
69;st_step 72945_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2017-02-02 11:16:36+01:00;SUPERVISOR;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
70;st_step 72947_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-03-22 10:04:10+01:00;EMPLOYEE;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; request for payment, employee; submitted;; employee;, STAFF MEMBER
71;st_step 72948_0;STAFF MEMBER;Request For Payment APPROVED by PRE_APPROVER;2017-03-22 10:06:39+01:00;PRE_APPROVER;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; request for payment, pre; approved, approver;; pre approver;, STAFF MEMBER
72;st_step 72946_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-03-22 10:41:12+01:00;SUPERVISOR;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
73;rp_request for payment 72937_15;SYSTEM;Request Payment;2017-03-24 10:41:18+01:00;UNDEFINED;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; payment; request;;;, SYSTEM
74;rp_request for payment 72937_16;SYSTEM;Payment Handled;2017-03-27 17:31:03+02:00;UNDEFINED;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72937;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72938; payment; handled;;;, SYSTEM
75;st_step 72943_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2017-02-02 10:55:35+01:00;EMPLOYEE;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72939;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72940; permit, employee; submitted;; employee;, STAFF MEMBER
76;st_step 72944_0;STAFF MEMBER;Permit APPROVED by PRE_APPROVER;2017-02-02 10:55:37+01:00;PRE_APPROVER;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72939;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72940; permit, pre; approved, approver;; pre approver;, STAFF MEMBER
77;st_step 72945_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2017-02-02 11:16:36+01:00;SUPERVISOR;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72939;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72940; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
78;st_step 72952_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-03-14 18:41:28+01:00;EMPLOYEE;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72939;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72940; request for payment, employee; submitted;; employee;, STAFF MEMBER
79;st_step 72951_0;STAFF MEMBER;Request For Payment APPROVED by PRE_APPROVER;2017-03-14 18:50:38+01:00;PRE_APPROVER;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72939;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72940; request for payment, pre; approved, approver;; pre approver;, STAFF MEMBER
80;st_step 72949_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-03-15 14:57:25+01:00;SUPERVISOR;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72939;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72940; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
81;st_step 72950_0;STAFF MEMBER;Request For Payment REJECTED by MISSING;2017-03-20 11:01:39+01:00;MISSING;travel permit number 72936;task 47027;organizational unit 65457;2726.802195546702;activity 505;task 427;budget 1956;project 6581;project 503;request for payment 72939;organizational unit 65455;3975.359572341304;0;travel permit 72935;UNKNOWN;request for payment number 72940; request for payment; rejected;; missing;, STAFF MEMBER
82;st_step 185390_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-02-10 14:53:30+01:00;EMPLOYEE;travel permit number 424;UNKNOWN;organizational unit 65458;2408.941186466112;UNKNOWN;task 427;budget 425;project 426;project 503;request for payment 185385;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185386; request for payment, employee; submitted;; employee;, STAFF MEMBER
83;st_step 185387_0;STAFF MEMBER;Request For Payment APPROVED by PRE_APPROVER;2017-02-10 14:54:05+01:00;PRE_APPROVER;travel permit number 424;UNKNOWN;organizational unit 65458;2408.941186466112;UNKNOWN;task 427;budget 425;project 426;project 503;request for payment 185385;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185386; request for payment, pre; approved, approver;; pre approver;, STAFF MEMBER
84;st_step 185388_0;STAFF MEMBER;Request For Payment APPROVED by SUPERVISOR;2017-02-13 11:48:29+01:00;SUPERVISOR;travel permit number 424;UNKNOWN;organizational unit 65458;2408.941186466112;UNKNOWN;task 427;budget 425;project 426;project 503;request for payment 185385;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185386; request for payment; approved;; supervisor, supervisor;, STAFF MEMBER
85;st_step 185389_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by DIRECTOR;2017-02-14 21:30:19+01:00;DIRECTOR;travel permit number 424;UNKNOWN;organizational unit 65458;2408.941186466112;UNKNOWN;task 427;budget 425;project 426;project 503;request for payment 185385;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185386; request for payment; approved; final; director, director;, STAFF MEMBER
86;rp_request for payment 185385_15;SYSTEM;Request Payment;2017-02-15 15:20:28+01:00;UNDEFINED;travel permit number 424;UNKNOWN;organizational unit 65458;2408.941186466112;UNKNOWN;task 427;budget 425;project 426;project 503;request for payment 185385;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185386; payment; request;;;, SYSTEM
87;rp_request for payment 185385_16;SYSTEM;Payment Handled;2017-02-20 17:32:08+01:00;UNDEFINED;travel permit number 424;UNKNOWN;organizational unit 65458;2408.941186466112;UNKNOWN;task 427;budget 425;project 426;project 503;request for payment 185385;organizational unit 65454;923.0813153823278;0;travel permit 423;UNKNOWN;request for payment number 185386; payment; handled;;;, SYSTEM
88;st_step 74527_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2017-02-21 14:13:01+01:00;EMPLOYEE;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; permit, employee; submitted;; employee;, STAFF MEMBER
89;st_step 74525_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2017-02-21 14:13:04+01:00;SUPERVISOR;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
90;st_step 74526_0;STAFF MEMBER;Permit APPROVED by PRE_APPROVER;2017-02-21 14:13:04+01:00;PRE_APPROVER;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; permit, pre; approved, approver;; pre approver;, STAFF MEMBER
91;st_step 74533_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-02-23 11:25:01+01:00;EMPLOYEE;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; request for payment, employee; submitted;; employee;, STAFF MEMBER
92;st_step 74532_0;STAFF MEMBER;Request For Payment APPROVED by PRE_APPROVER;2017-02-23 12:46:13+01:00;PRE_APPROVER;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; request for payment, pre; approved, approver;; pre approver;, STAFF MEMBER
93;st_step 74531_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-02-23 12:49:13+01:00;SUPERVISOR;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
94;rp_request for payment 74521_15;SYSTEM;Request Payment;2017-02-23 13:58:53+01:00;UNDEFINED;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; payment; request;;;, SYSTEM
95;rp_request for payment 74521_16;SYSTEM;Payment Handled;2017-02-27 17:30:51+01:00;UNDEFINED;travel permit number 74518;task 1403;organizational unit 65463;2542.3546768593;activity 505;task 427;budget 1399;project 1400;project 503;request for payment 74521;organizational unit 65455;2700.6237921183274;0;travel permit 74517;UNKNOWN;request for payment number 74522; payment; handled;;;, SYSTEM
96;st_step 76656_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2017-02-22 12:07:13+01:00;EMPLOYEE;travel permit number 76647;task 9127;organizational unit 65458;730.8527540764309;activity 505;task 427;budget 698;project 8993;project 503;request for payment 76648;organizational unit 65458;2458.0249576561573;0;travel permit 76646;UNKNOWN;request for payment number 76649; permit, employee; submitted;; employee;, STAFF MEMBER
97;st_step 76655_0;STAFF MEMBER;Permit APPROVED by SUPERVISOR;2017-02-22 12:07:15+01:00;SUPERVISOR;travel permit number 76647;task 9127;organizational unit 65458;730.8527540764309;activity 505;task 427;budget 698;project 8993;project 503;request for payment 76648;organizational unit 65458;2458.0249576561573;0;travel permit 76646;UNKNOWN;request for payment number 76649; permit; approved;; supervisor, supervisor;, STAFF MEMBER
98;st_step 76654_0;STAFF MEMBER;Permit FINAL_APPROVED by DIRECTOR;2017-02-23 08:44:50+01:00;DIRECTOR;travel permit number 76647;task 9127;organizational unit 65458;730.8527540764309;activity 505;task 427;budget 698;project 8993;project 503;request for payment 76648;organizational unit 65458;2458.0249576561573;0;travel permit 76646;UNKNOWN;request for payment number 76649; permit; approved; final; director, director;, STAFF MEMBER
99;st_step 76658_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-04-18 10:31:51+02:00;EMPLOYEE;travel permit number 76647;task 9127;organizational unit 65458;730.8527540764309;activity 505;task 427;budget 698;project 8993;project 503;request for payment 76648;organizational unit 65458;2458.0249576561573;0;travel permit 76646;UNKNOWN;request for payment number 76649; request for payment, employee; submitted;; employee;, STAFF MEMBER
100;st_step 76657_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-04-18 11:19:17+02:00;SUPERVISOR;travel permit number 76647;task 9127;organizational unit 65458;730.8527540764309;activity 505;task 427;budget 698;project 8993;project 503;request for payment 76648;organizational unit 65458;2458.0249576561573;0;travel permit 76646;UNKNOWN;request for payment number 76649; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
101;rp_request for payment 76648_15;SYSTEM;Request Payment;2017-04-18 13:53:09+02:00;UNDEFINED;travel permit number 76647;task 9127;organizational unit 65458;730.8527540764309;activity 505;task 427;budget 698;project 8993;project 503;request for payment 76648;organizational unit 65458;2458.0249576561573;0;travel permit 76646;UNKNOWN;request for payment number 76649; payment; request;;;, SYSTEM
102;st_step 76659_0;STAFF MEMBER;Request For Payment REJECTED by MISSING;2017-04-18 14:02:25+02:00;MISSING;travel permit number 76647;task 9127;organizational unit 65458;730.8527540764309;activity 505;task 427;budget 698;project 8993;project 503;request for payment 76648;organizational unit 65458;2458.0249576561573;0;travel permit 76646;UNKNOWN;request for payment number 76649; request for payment; rejected;; missing;, STAFF MEMBER
103;st_step 73201_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2017-02-28 12:39:13+01:00;EMPLOYEE;travel permit number 73189;task 36827;organizational unit 65463;534.2933548479788;activity 505;task 427;budget 529;project 36824;project 503;request for payment 73190;organizational unit 65455;959.2340302477177;0;travel permit 73188;UNKNOWN;request for payment number 73191; permit, employee; submitted;; employee;, STAFF MEMBER
104;st_step 73200_0;STAFF MEMBER;Permit REJECTED by PRE_APPROVER;2017-02-28 12:39:17+01:00;PRE_APPROVER;travel permit number 73189;task 36827;organizational unit 65463;534.2933548479788;activity 505;task 427;budget 529;project 36824;project 503;request for payment 73190;organizational unit 65455;959.2340302477177;0;travel permit 73188;UNKNOWN;request for payment number 73191; permit, pre; rejected, approver;; pre approver;, STAFF MEMBER
