;id;org:resource;concept:name;time:timestamp;org:role;case:Project;case:Task;case:concept:name;case:OrganizationalEntity;case:Cost Type;case:RequestedAmount;case:Activity;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
93;st_step 148360_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-04-11 09:58:51+02:00;EMPLOYEE;UNKNOWN;task 148358;request for payment 148356;organizational unit 65462;0;7.178273890464973;activity 505;request for payment number 148357; request for payment, employee; submitted;; employee;, STAFF MEMBER
94;st_step 148359_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-04-11 09:58:55+02:00;SUPERVISOR;UNKNOWN;task 148358;request for payment 148356;organizational unit 65462;0;7.178273890464973;activity 505;request for payment number 148357; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
95;st_step 149182_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-05-11 11:27:40+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 149177;organizational unit 65458;0;14.293108742204202;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
96;st_step 149181_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2017-05-11 11:28:41+02:00;SUPERVISOR;UNKNOWN;UNKNOWN;request for payment 149177;organizational unit 65458;0;14.293108742204202;UNKNOWN;UNKNOWN; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
97;st_step 149178_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-05-12 09:44:08+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 149177;organizational unit 65458;0;14.293108742204202;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
98;st_step 149180_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2017-09-22 10:20:03+02:00;SUPERVISOR;UNKNOWN;UNKNOWN;request for payment 149177;organizational unit 65458;0;14.293108742204202;UNKNOWN;UNKNOWN; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
99;st_step 149179_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2017-09-25 09:38:39+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 149177;organizational unit 65458;0;14.293108742204202;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
100;st_step 147877_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-06-07 10:06:57+02:00;EMPLOYEE;UNKNOWN;task 147876;request for payment 147875;organizational unit 65458;0;519.5299187046868;activity 505;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
101;st_step 147878_0;STAFF MEMBER;Request For Payment APPROVED by PRE_APPROVER;2017-06-07 10:07:56+02:00;PRE_APPROVER;UNKNOWN;task 147876;request for payment 147875;organizational unit 65458;0;519.5299187046868;activity 505;UNKNOWN; request for payment, pre; approved, approver;; pre approver;, STAFF MEMBER
102;st_step 147879_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2017-06-08 14:48:18+02:00;SUPERVISOR;UNKNOWN;task 147876;request for payment 147875;organizational unit 65458;0;519.5299187046868;activity 505;UNKNOWN; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
103;st_step 147880_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2017-06-15 15:03:38+02:00;EMPLOYEE;UNKNOWN;task 147876;request for payment 147875;organizational unit 65458;0;519.5299187046868;activity 505;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
104;st_step 151533_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-07-14 14:59:43+02:00;EMPLOYEE;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment, employee; submitted;; employee;, STAFF MEMBER
105;st_step 151532_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-08-08 15:29:17+02:00;SUPERVISOR;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
106;st_step 151531_0;STAFF MEMBER;Request For Payment REJECTED by MISSING;2017-08-10 16:52:11+02:00;MISSING;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment; rejected;; missing;, STAFF MEMBER
107;st_step 151528_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-08-10 17:04:05+02:00;EMPLOYEE;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment, employee; submitted;; employee;, STAFF MEMBER
108;st_step 151529_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-08-10 17:04:08+02:00;SUPERVISOR;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
109;st_step 151530_0;STAFF MEMBER;Request For Payment REJECTED by MISSING;2017-08-14 16:33:32+02:00;MISSING;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment; rejected;; missing;, STAFF MEMBER
110;st_step 151526_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-08-17 15:42:31+02:00;EMPLOYEE;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment, employee; submitted;; employee;, STAFF MEMBER
111;st_step 151527_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-08-17 15:42:38+02:00;SUPERVISOR;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
112;rp_request for payment 151524_15;SYSTEM;Request Payment;2017-08-18 10:27:37+02:00;UNDEFINED;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; payment; request;;;, SYSTEM
113;rp_request for payment 151524_16;SYSTEM;Payment Handled;2017-08-21 17:31:15+02:00;UNDEFINED;project 503;task 4198;request for payment 151524;organizational unit 65458;0;1367.1304720668943;activity 505;request for payment number 151525; payment; handled;;;, SYSTEM
114;st_step 151985_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-07-27 15:09:10+02:00;EMPLOYEE;UNKNOWN;task 151980;request for payment 151978;organizational unit 65462;0;179.26833855990097;activity 505;request for payment number 151979; request for payment, employee; submitted;; employee;, STAFF MEMBER
115;st_step 151984_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-07-27 15:09:19+02:00;SUPERVISOR;UNKNOWN;task 151980;request for payment 151978;organizational unit 65462;0;179.26833855990097;activity 505;request for payment number 151979; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
116;st_step 151983_0;STAFF MEMBER;Request For Payment REJECTED by MISSING;2017-08-09 15:36:47+02:00;MISSING;UNKNOWN;task 151980;request for payment 151978;organizational unit 65462;0;179.26833855990097;activity 505;request for payment number 151979; request for payment; rejected;; missing;, STAFF MEMBER
117;st_step 151982_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-08-10 09:02:13+02:00;EMPLOYEE;UNKNOWN;task 151980;request for payment 151978;organizational unit 65462;0;179.26833855990097;activity 505;request for payment number 151979; request for payment, employee; submitted;; employee;, STAFF MEMBER
118;st_step 151981_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-08-10 09:02:21+02:00;SUPERVISOR;UNKNOWN;task 151980;request for payment 151978;organizational unit 65462;0;179.26833855990097;activity 505;request for payment number 151979; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
119;st_step 151618_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-10-06 14:34:19+02:00;EMPLOYEE;project 147546;task 58004;request for payment 151613;organizational unit 65458;0;406.8376033484043;activity 505;request for payment number 151614; request for payment, employee; submitted;; employee;, STAFF MEMBER
120;st_step 151619_0;STAFF MEMBER;Request For Payment REJECTED by PRE_APPROVER;2017-10-06 14:49:10+02:00;PRE_APPROVER;project 147546;task 58004;request for payment 151613;organizational unit 65458;0;406.8376033484043;activity 505;request for payment number 151614; request for payment, pre; rejected, approver;; pre approver;, STAFF MEMBER
121;st_step 151617_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2017-10-10 10:13:39+02:00;EMPLOYEE;project 147546;task 58004;request for payment 151613;organizational unit 65458;0;406.8376033484043;activity 505;request for payment number 151614; request for payment, employee; rejected;; employee;, STAFF MEMBER
122;st_step 151615_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-10-10 10:14:37+02:00;EMPLOYEE;project 147546;task 58004;request for payment 151613;organizational unit 65458;0;406.8376033484043;activity 505;request for payment number 151614; request for payment, employee; submitted;; employee;, STAFF MEMBER
123;st_step 151616_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-10-10 10:14:48+02:00;SUPERVISOR;project 147546;task 58004;request for payment 151613;organizational unit 65458;0;406.8376033484043;activity 505;request for payment number 151614; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
124;rp_request for payment 151613_15;SYSTEM;Request Payment;2017-10-12 14:28:28+02:00;UNDEFINED;project 147546;task 58004;request for payment 151613;organizational unit 65458;0;406.8376033484043;activity 505;request for payment number 151614; payment; request;;;, SYSTEM
125;rp_request for payment 151613_16;SYSTEM;Payment Handled;2017-10-16 17:31:25+02:00;UNDEFINED;project 147546;task 58004;request for payment 151613;organizational unit 65458;0;406.8376033484043;activity 505;request for payment number 151614; payment; handled;;;, SYSTEM
126;st_step 157879_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-12-06 08:34:12+01:00;EMPLOYEE;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; request for payment, employee; submitted;; employee;, STAFF MEMBER
127;st_step 157881_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-02-14 10:38:40+01:00;ADMINISTRATION;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; request for payment; rejected;; administration, administration;, STAFF MEMBER
128;st_step 157880_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-02-15 14:26:04+01:00;EMPLOYEE;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; request for payment, employee; rejected;; employee;, STAFF MEMBER
129;st_step 157877_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-28 08:50:44+02:00;EMPLOYEE;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; request for payment, employee; submitted;; employee;, STAFF MEMBER
130;st_step 157876_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-28 08:50:53+02:00;ADMINISTRATION;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; request for payment; approved;; administration, administration;, STAFF MEMBER
131;st_step 157878_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-03-28 14:11:24+02:00;SUPERVISOR;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
132;rp_request for payment 157874_15;SYSTEM;Request Payment;2018-03-29 23:41:43+02:00;UNDEFINED;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; payment; request;;;, SYSTEM
133;rp_request for payment 157874_16;SYSTEM;Payment Handled;2018-04-05 17:30:53+02:00;UNDEFINED;project 148982;UNKNOWN;request for payment 157874;organizational unit 65460;0;254.66087940669726;UNKNOWN;request for payment number 157875; payment; handled;;;, SYSTEM
134;st_step 151290_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-12-08 08:51:25+01:00;EMPLOYEE;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, employee; submitted;; employee;, STAFF MEMBER
135;st_step 151289_0;STAFF MEMBER;Request For Payment REJECTED by PRE_APPROVER;2017-12-08 08:57:12+01:00;PRE_APPROVER;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, pre; rejected, approver;; pre approver;, STAFF MEMBER
136;st_step 151291_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2017-12-08 13:13:10+01:00;EMPLOYEE;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, employee; rejected;; employee;, STAFF MEMBER
137;st_step 151286_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-12-11 11:23:37+01:00;EMPLOYEE;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, employee; submitted;; employee;, STAFF MEMBER
138;st_step 151287_0;STAFF MEMBER;Request For Payment APPROVED by PRE_APPROVER;2017-12-11 11:23:54+01:00;PRE_APPROVER;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, pre; approved, approver;; pre approver;, STAFF MEMBER
139;st_step 151288_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2017-12-11 12:42:14+01:00;SUPERVISOR;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
140;st_step 151285_0;STAFF MEMBER;Request For Payment REJECTED by MISSING;2017-12-13 08:59:31+01:00;MISSING;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment; rejected;; missing;, STAFF MEMBER
141;st_step 151282_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-12-13 10:17:27+01:00;EMPLOYEE;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, employee; submitted;; employee;, STAFF MEMBER
142;st_step 151283_0;STAFF MEMBER;Request For Payment REJECTED by PRE_APPROVER;2017-12-13 10:18:07+01:00;PRE_APPROVER;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, pre; rejected, approver;; pre approver;, STAFF MEMBER
143;st_step 151284_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2017-12-14 11:42:54+01:00;EMPLOYEE;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, employee; rejected;; employee;, STAFF MEMBER
144;st_step 151280_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2017-12-14 12:46:16+01:00;EMPLOYEE;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, employee; submitted;; employee;, STAFF MEMBER
145;st_step 151279_0;STAFF MEMBER;Request For Payment APPROVED by PRE_APPROVER;2017-12-14 12:46:47+01:00;PRE_APPROVER;project 151278;task 6280;request for payment 151276;organizational unit 65457;0;199.65387499152698;activity 505;request for payment number 151277; request for payment, pre; approved, approver;; pre approver;, STAFF MEMBER
