;amount;org:resource;dismissal;concept:name;vehicleClass;totalPaymentAmount;lifecycle:transition;time:timestamp;article;points;case:concept:name;expense;notificationType;lastSent;paymentAmount;matricola;object:name;action:name;action:status:a;org:actor:name;org:actor:instance:a;org:passive:name
200;;;;Insert Fine Notification;;;complete;2007-12-27 00:00:00+01:00;;;A17158;;P;P;;; fine notification; insert;, complete;;, nan;
201;;0;NIL;Appeal to Judge;;;complete;2008-02-13 00:00:00+01:00;;;A17158;;;;;0.0;; appeal;, complete;;, 0; judge
202;;;;Insert Date Appeal to Prefecture;;;complete;2008-02-15 00:00:00+01:00;;;A17158;;;;;; date appeal; insert;, complete;;, nan; prefecture
203;74.0;;;Add penalty;;;complete;2008-02-25 00:00:00+01:00;;;A17158;;;;;; penalty; add;, complete;;, nan;
204;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;A17158;;;;;; appeal; send;, complete;;, nan; prefecture
205;36.0;564;NIL;Create Fine;A;0.0;complete;2007-07-14 00:00:00+02:00;157.0;0.0;A18359;;;;;; fine; create;, complete;;, 564;
206;;;;Payment;;36.0;complete;2007-08-16 00:00:00+02:00;;;A18359;;;;36.0;;; payment;, complete;;, nan;
207;;;;Payment;;109.0;complete;2008-02-20 00:00:00+01:00;;;A18359;;;;73.0;;; payment;, complete;;, nan;
208;35.0;541;NIL;Create Fine;A;0.0;complete;2006-08-06 00:00:00+02:00;157.0;0.0;A189;;;;;; fine; create;, complete;;, 541;
209;;;;Send Fine;;;complete;2006-12-13 00:00:00+01:00;;;A189;22.0;;;;; fine; send;, complete;;, nan;
210;;;;Insert Fine Notification;;;complete;2007-01-13 00:00:00+01:00;;;A189;;P;P;;; fine notification; insert;, complete;;, nan;
211;71.5;;;Add penalty;;;complete;2007-03-14 00:00:00+01:00;;;A189;;;;;; penalty; add;, complete;;, nan;
212;;;;Receive Result Appeal from Prefecture;;;complete;2007-09-18 00:00:00+02:00;;;A189;;;;;; result appeal; receive;, complete; prefecture;, nan;
213;;;;Notify Result Appeal to Offender;;;complete;2007-10-20 00:00:00+02:00;;;A189;;;;;; result appeal; notify;, complete;;, nan; offender
214;36.0;558;NIL;Create Fine;A;0.0;complete;2007-09-17 00:00:00+02:00;157.0;0.0;A20157;;;;;; fine; create;, complete;;, 558;
215;;;;Send Fine;;;complete;2008-01-18 00:00:00+01:00;;;A20157;26.0;;;;; fine; send;, complete;;, nan;
216;;;;Insert Fine Notification;;;complete;2008-01-28 00:00:00+01:00;;;A20157;;P;P;;; fine notification; insert;, complete;;, nan;
217;;;;Insert Date Appeal to Prefecture;;;complete;2008-02-01 00:00:00+01:00;;;A20157;;;;;; date appeal; insert;, complete;;, nan; prefecture
218;;;NIL;Send Appeal to Prefecture;;;complete;2008-03-03 00:00:00+01:00;;;A20157;;;;;; appeal; send;, complete;;, nan; prefecture
219;;;;Receive Result Appeal from Prefecture;;;complete;2008-03-27 00:00:00+01:00;;;A20157;;;;;; result appeal; receive;, complete; prefecture;, nan;
220;74.0;;;Add penalty;;;complete;2008-03-28 00:00:00+01:00;;;A20157;;;;;; penalty; add;, complete;;, nan;
221;;;;Notify Result Appeal to Offender;;;complete;2008-04-01 00:00:00+02:00;;;A20157;;;;;; result appeal; notify;, complete;;, nan; offender
222;;;;Payment;;98.0;complete;2008-05-29 00:00:00+02:00;;;A20157;;;;98.0;;; payment;, complete;;, nan;
223;35.0;563;NIL;Create Fine;A;0.0;complete;2006-08-18 00:00:00+02:00;157.0;0.0;A2042;;;;;; fine; create;, complete;;, 563;
224;;;;Send Fine;;;complete;2006-12-14 00:00:00+01:00;;;A2042;11.0;;;;; fine; send;, complete;;, nan;
225;;;;Insert Fine Notification;;;complete;2006-12-22 00:00:00+01:00;;;A2042;;P;P;;; fine notification; insert;, complete;;, nan;
226;;;;Payment;;35.0;complete;2007-01-15 00:00:00+01:00;;;A2042;;;;35.0;;; payment;, complete;;, nan;
227;71.5;;;Add penalty;;;complete;2007-02-20 00:00:00+01:00;;;A2042;;;;;; penalty; add;, complete;;, nan;
228;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;A2042;;;;;; for credit collection; send;, complete;;, nan;
229;35.0;537;NIL;Create Fine;A;0.0;complete;2006-09-14 00:00:00+02:00;157.0;0.0;A2090;;;;;; fine; create;, complete;;, 537;
230;;;;Send Fine;;;complete;2006-12-29 00:00:00+01:00;;;A2090;22.0;;;;; fine; send;, complete;;, nan;
231;;;;Insert Fine Notification;;;complete;2007-01-08 00:00:00+01:00;;;A2090;;P;P;;; fine notification; insert;, complete;;, nan;
232;71.5;;;Add penalty;;;complete;2007-03-09 00:00:00+01:00;;;A2090;;;;;; penalty; add;, complete;;, nan;
233;;;;Insert Date Appeal to Prefecture;;;complete;2007-04-12 00:00:00+02:00;;;A2090;;;;;; date appeal; insert;, complete;;, nan; prefecture
234;;;NIL;Send Appeal to Prefecture;;;complete;2007-06-01 00:00:00+02:00;;;A2090;;;;;; appeal; send;, complete;;, nan; prefecture
235;;;;Receive Result Appeal from Prefecture;;;complete;2007-08-07 00:00:00+02:00;;;A2090;;;;;; result appeal; receive;, complete; prefecture;, nan;
236;;;;Notify Result Appeal to Offender;;;complete;2007-08-16 00:00:00+02:00;;;A2090;;;;;; result appeal; notify;, complete;;, nan; offender
237;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;A2090;;;;;; for credit collection; send;, complete;;, nan;
238;36.0;537;NIL;Create Fine;A;0.0;complete;2007-10-21 00:00:00+02:00;157.0;0.0;A23552;;;;;; fine; create;, complete;;, 537;
239;;;;Send Fine;;;complete;2008-01-18 00:00:00+01:00;;;A23552;26.0;;;;; fine; send;, complete;;, nan;
240;;;;Insert Fine Notification;;;complete;2008-01-31 00:00:00+01:00;;;A23552;;P;P;;; fine notification; insert;, complete;;, nan;
241;74.0;;;Add penalty;;;complete;2008-03-31 00:00:00+02:00;;;A23552;;;;;; penalty; add;, complete;;, nan;
242;;;;Insert Date Appeal to Prefecture;;;complete;2008-04-02 00:00:00+02:00;;;A23552;;;;;; date appeal; insert;, complete;;, nan; prefecture
243;;;;Receive Result Appeal from Prefecture;;;complete;2008-05-30 00:00:00+02:00;;;A23552;;;;;; result appeal; receive;, complete; prefecture;, nan;
244;;;;Notify Result Appeal to Offender;;;complete;2008-06-13 00:00:00+02:00;;;A23552;;;;;; result appeal; notify;, complete;;, nan; offender
245;;;;Payment;;174.0;complete;2009-09-12 00:00:00+02:00;;;A23552;;;;174.0;;; payment;, complete;;, nan;
246;35.0;558;NIL;Create Fine;A;0.0;complete;2006-08-21 00:00:00+02:00;157.0;0.0;A2405;;;;;; fine; create;, complete;;, 558;
247;;;;Send Fine;;;complete;2006-12-14 00:00:00+01:00;;;A2405;11.0;;;;; fine; send;, complete;;, nan;
248;;;;Payment;;35.0;complete;2007-01-10 00:00:00+01:00;;;A2405;;;;35.0;;; payment;, complete;;, nan;
249;;;;Payment;;46.0;complete;2007-02-07 00:00:00+01:00;;;A2405;;;;11.0;;; payment;, complete;;, nan;
250;36.0;557;NIL;Create Fine;A;0.0;complete;2007-12-22 00:00:00+01:00;157.0;0.0;A24141;;;;;; fine; create;, complete;;, 557;
251;;;;Send Fine;;;complete;2008-03-01 00:00:00+01:00;;;A24141;26.0;;;;; fine; send;, complete;;, nan;
252;;;;Insert Fine Notification;;;complete;2008-03-10 00:00:00+01:00;;;A24141;;P;P;;; fine notification; insert;, complete;;, nan;
253;74.0;;;Add penalty;;;complete;2008-05-09 00:00:00+02:00;;;A24141;;;;;; penalty; add;, complete;;, nan;
254;;;;Insert Date Appeal to Prefecture;;;complete;2008-06-11 00:00:00+02:00;;;A24141;;;;;; date appeal; insert;, complete;;, nan; prefecture
255;;;;Payment;;87.0;complete;2008-10-16 00:00:00+02:00;;;A24141;;;;87.0;;; payment;, complete;;, nan;
256;;;;Receive Result Appeal from Prefecture;;;complete;2008-11-05 00:00:00+01:00;;;A24141;;;;;; result appeal; receive;, complete; prefecture;, nan;
257;;;;Payment;;98.0;complete;2008-11-19 00:00:00+01:00;;;A24141;;;;11.0;;; payment;, complete;;, nan;
258;36.0;558;NIL;Create Fine;A;0.0;complete;2008-02-23 00:00:00+01:00;157.0;0.0;A24549;;;;;; fine; create;, complete;;, 558;
259;;;;Send Fine;;;complete;2008-06-04 00:00:00+02:00;;;A24549;26.0;;;;; fine; send;, complete;;, nan;
260;;;;Insert Fine Notification;;;complete;2008-06-09 00:00:00+02:00;;;A24549;;P;P;;; fine notification; insert;, complete;;, nan;
261;74.0;;;Add penalty;;;complete;2008-08-08 00:00:00+02:00;;;A24549;;;;;; penalty; add;, complete;;, nan;
262;;;;Insert Date Appeal to Prefecture;;;complete;2008-08-26 00:00:00+02:00;;;A24549;;;;;; date appeal; insert;, complete;;, nan; prefecture
263;;;;Receive Result Appeal from Prefecture;;;complete;2008-10-08 00:00:00+02:00;;;A24549;;;;;; result appeal; receive;, complete; prefecture;, nan;
264;;;;Notify Result Appeal to Offender;;;complete;2008-10-14 00:00:00+02:00;;;A24549;;;;;; result appeal; notify;, complete;;, nan; offender
265;;;;Send for Credit Collection;;;complete;2010-10-15 00:00:00+02:00;;;A24549;;;;;; for credit collection; send;, complete;;, nan;
266;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;A24549;;;;;; appeal; send;, complete;;, nan; prefecture
267;35.0;558;NIL;Create Fine;A;0.0;complete;2006-09-04 00:00:00+02:00;157.0;0.0;A2512;;;;;; fine; create;, complete;;, 558;
268;;;;Send Fine;;;complete;2006-12-15 00:00:00+01:00;;;A2512;22.0;;;;; fine; send;, complete;;, nan;
269;;;;Insert Fine Notification;;;complete;2006-12-23 00:00:00+01:00;;;A2512;;P;P;;; fine notification; insert;, complete;;, nan;
270;71.5;;;Add penalty;;;complete;2007-02-21 00:00:00+01:00;;;A2512;;;;;; penalty; add;, complete;;, nan;
271;;;;Notify Result Appeal to Offender;;;complete;2007-10-06 00:00:00+02:00;;;A2512;;;;;; result appeal; notify;, complete;;, nan; offender
272;;;;Receive Result Appeal from Prefecture;;;complete;2007-10-06 00:00:00+02:00;;;A2512;;;;;; result appeal; receive;, complete; prefecture;, nan;
273;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;A2512;;;;;; for credit collection; send;, complete;;, nan;
274;36.0;550;NIL;Create Fine;A;0.0;complete;2008-06-08 00:00:00+02:00;157.0;0.0;A25436;;;;;; fine; create;, complete;;, 550;
275;;;;Send Fine;;;complete;2008-07-30 00:00:00+02:00;;;A25436;13.0;;;;; fine; send;, complete;;, nan;
276;;;;Payment;;36.0;complete;2008-08-01 00:00:00+02:00;;;A25436;;;;36.0;;; payment;, complete;;, nan;
277;;;;Insert Fine Notification;;;complete;2008-08-05 00:00:00+02:00;;;A25436;;P;P;;; fine notification; insert;, complete;;, nan;
278;74.0;;;Add penalty;;;complete;2008-10-04 00:00:00+02:00;;;A25436;;;;;; penalty; add;, complete;;, nan;
279;;;;Send for Credit Collection;;;complete;2010-10-15 00:00:00+02:00;;;A25436;;;;;; for credit collection; send;, complete;;, nan;
280;36.0;559;NIL;Create Fine;A;0.0;complete;2007-12-30 00:00:00+01:00;157.0;0.0;A26532;;;;;; fine; create;, complete;;, 559;
281;;;;Send Fine;;;complete;2008-03-01 00:00:00+01:00;;;A26532;26.0;;;;; fine; send;, complete;;, nan;
282;;;;Insert Fine Notification;;;complete;2008-03-10 00:00:00+01:00;;;A26532;;P;P;;; fine notification; insert;, complete;;, nan;
283;;;;Insert Date Appeal to Prefecture;;;complete;2008-03-27 00:00:00+01:00;;;A26532;;;;;; date appeal; insert;, complete;;, nan; prefecture
284;;;NIL;Send Appeal to Prefecture;;;complete;2008-04-23 00:00:00+02:00;;;A26532;;;;;; appeal; send;, complete;;, nan; prefecture
285;;;;Receive Result Appeal from Prefecture;;;complete;2008-04-30 00:00:00+02:00;;;A26532;;;;;; result appeal; receive;, complete; prefecture;, nan;
286;;;;Notify Result Appeal to Offender;;;complete;2008-05-05 00:00:00+02:00;;;A26532;;;;;; result appeal; notify;, complete;;, nan; offender
287;74.0;;;Add penalty;;;complete;2008-05-09 00:00:00+02:00;;;A26532;;;;;; penalty; add;, complete;;, nan;
288;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;A26532;;;;;; for credit collection; send;, complete;;, nan;
289;36.0;550;NIL;Create Fine;A;0.0;complete;2008-06-25 00:00:00+02:00;157.0;0.0;A26902;;;;;; fine; create;, complete;;, 550;
290;;;;Send Fine;;;complete;2008-09-03 00:00:00+02:00;;;A26902;26.0;;;;; fine; send;, complete;;, nan;
291;;;;Insert Fine Notification;;;complete;2008-09-08 00:00:00+02:00;;;A26902;;P;P;;; fine notification; insert;, complete;;, nan;
292;;;;Insert Date Appeal to Prefecture;;;complete;2008-09-29 00:00:00+02:00;;;A26902;;;;;; date appeal; insert;, complete;;, nan; prefecture
293;74.0;;;Add penalty;;;complete;2008-11-07 00:00:00+01:00;;;A26902;;;;;; penalty; add;, complete;;, nan;
294;;;NIL;Send Appeal to Prefecture;;;complete;2008-11-28 00:00:00+01:00;;;A26902;;;;;; appeal; send;, complete;;, nan; prefecture
295;;;;Receive Result Appeal from Prefecture;;;complete;2009-02-12 00:00:00+01:00;;;A26902;;;;;; result appeal; receive;, complete; prefecture;, nan;
296;;;;Notify Result Appeal to Offender;;;complete;2009-02-20 00:00:00+01:00;;;A26902;;;;;; result appeal; notify;, complete;;, nan; offender
297;;0;G;Appeal to Judge;;;complete;2009-03-13 00:00:00+01:00;;;A26902;;;;;0.0;; appeal;, complete;;, 0; judge
298;;;;Payment;;98.0;complete;2009-03-17 00:00:00+01:00;;;A26902;;;;98.0;;; payment;, complete;;, nan;
299;36.0;559;NIL;Create Fine;A;0.0;complete;2008-04-01 00:00:00+02:00;157.0;0.0;A28658;;;;;; fine; create;, complete;;, 559;
300;;;;Send Fine;;;complete;2008-06-05 00:00:00+02:00;;;A28658;13.0;;;;; fine; send;, complete;;, nan;
301;;;;Insert Date Appeal to Prefecture;;;complete;2008-06-13 00:00:00+02:00;;;A28658;;;;;; date appeal; insert;, complete;;, nan; prefecture
302;;;;Insert Fine Notification;;;complete;2008-06-23 00:00:00+02:00;;;A28658;;P;P;;; fine notification; insert;, complete;;, nan;
303;74.0;;;Add penalty;;;complete;2008-08-22 00:00:00+02:00;;;A28658;;;;;; penalty; add;, complete;;, nan;
304;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;A28658;;;;;; appeal; send;, complete;;, nan; prefecture
305;36.0;538;NIL;Create Fine;A;0.0;complete;2008-06-25 00:00:00+02:00;157.0;0.0;A29455;;;;;; fine; create;, complete;;, 538;
306;;;;Send Fine;;;complete;2008-09-03 00:00:00+02:00;;;A29455;26.0;;;;; fine; send;, complete;;, nan;
307;;;;Insert Fine Notification;;;complete;2008-09-11 00:00:00+02:00;;;A29455;;P;P;;; fine notification; insert;, complete;;, nan;
308;;;;Insert Date Appeal to Prefecture;;;complete;2008-09-16 00:00:00+02:00;;;A29455;;;;;; date appeal; insert;, complete;;, nan; prefecture
309;;;NIL;Send Appeal to Prefecture;;;complete;2008-10-17 00:00:00+02:00;;;A29455;;;;;; appeal; send;, complete;;, nan; prefecture
310;;;;Receive Result Appeal from Prefecture;;;complete;2008-11-06 00:00:00+01:00;;;A29455;;;;;; result appeal; receive;, complete; prefecture;, nan;
311;74.0;;;Add penalty;;;complete;2008-11-10 00:00:00+01:00;;;A29455;;;;;; penalty; add;, complete;;, nan;
312;;;;Notify Result Appeal to Offender;;;complete;2008-11-13 00:00:00+01:00;;;A29455;;;;;; result appeal; notify;, complete;;, nan; offender
313;;0;NIL;Appeal to Judge;;;complete;2008-12-15 00:00:00+01:00;;;A29455;;;;;0.0;; appeal;, complete;;, 0; judge
314;;;;Send for Credit Collection;;;complete;2012-03-26 00:00:00+02:00;;;A29455;;;;;; for credit collection; send;, complete;;, nan;
315;36.0;538;NIL;Create Fine;A;0.0;complete;2008-07-18 00:00:00+02:00;157.0;0.0;A30270;;;;;; fine; create;, complete;;, 538;
316;;;;Send Fine;;;complete;2008-10-11 00:00:00+02:00;;;A30270;13.5;;;;; fine; send;, complete;;, nan;
317;;;;Insert Fine Notification;;;complete;2008-11-08 00:00:00+01:00;;;A30270;;P;P;;; fine notification; insert;, complete;;, nan;
318;;;;Insert Date Appeal to Prefecture;;;complete;2009-01-02 00:00:00+01:00;;;A30270;;;;;; date appeal; insert;, complete;;, nan; prefecture
319;74.0;;;Add penalty;;;complete;2009-01-07 00:00:00+01:00;;;A30270;;;;;; penalty; add;, complete;;, nan;
320;;;;Payment;;87.5;complete;2010-03-12 00:00:00+01:00;;;A30270;;;;87.5;;; payment;, complete;;, nan;
321;36.0;563;NIL;Create Fine;A;0.0;complete;2008-06-14 00:00:00+02:00;157.0;0.0;A31588;;;;;; fine; create;, complete;;, 563;
322;;;;Send Fine;;;complete;2008-07-30 00:00:00+02:00;;;A31588;13.0;;;;; fine; send;, complete;;, nan;
323;;;;Insert Fine Notification;;;complete;2008-08-08 00:00:00+02:00;;;A31588;;P;P;;; fine notification; insert;, complete;;, nan;
324;74.0;;;Add penalty;;;complete;2008-10-07 00:00:00+02:00;;;A31588;;;;;; penalty; add;, complete;;, nan;
325;;0;G;Appeal to Judge;;;complete;2008-10-28 00:00:00+01:00;;;A31588;;;;;0.0;; appeal;, complete;;, 0; judge
326;36.0;560;NIL;Create Fine;A;0.0;complete;2008-06-18 00:00:00+02:00;157.0;0.0;A32162;;;;;; fine; create;, complete;;, 560;
327;;;;Send Fine;;;complete;2008-09-03 00:00:00+02:00;;;A32162;26.0;;;;; fine; send;, complete;;, nan;
328;;;;Insert Fine Notification;;;complete;2008-09-13 00:00:00+02:00;;;A32162;;P;P;;; fine notification; insert;, complete;;, nan;
329;74.0;;;Add penalty;;;complete;2008-11-12 00:00:00+01:00;;;A32162;;;;;; penalty; add;, complete;;, nan;
330;;;;Insert Date Appeal to Prefecture;;;complete;2008-11-17 00:00:00+01:00;;;A32162;;;;;; date appeal; insert;, complete;;, nan; prefecture
331;;;NIL;Send Appeal to Prefecture;;;complete;2009-01-08 00:00:00+01:00;;;A32162;;;;;; appeal; send;, complete;;, nan; prefecture
332;;;;Receive Result Appeal from Prefecture;;;complete;2009-02-03 00:00:00+01:00;;;A32162;;;;;; result appeal; receive;, complete; prefecture;, nan;
333;;;;Notify Result Appeal to Offender;;;complete;2009-02-07 00:00:00+01:00;;;A32162;;;;;; result appeal; notify;, complete;;, nan; offender
334;36.0;562;NIL;Create Fine;A;0.0;complete;2008-07-20 00:00:00+02:00;157.0;0.0;A32224;;;;;; fine; create;, complete;;, 562;
335;;;;Send Fine;;;complete;2008-10-11 00:00:00+02:00;;;A32224;26.0;;;;; fine; send;, complete;;, nan;
336;;;;Insert Fine Notification;;;complete;2008-10-20 00:00:00+02:00;;;A32224;;P;P;;; fine notification; insert;, complete;;, nan;
337;;;;Insert Date Appeal to Prefecture;;;complete;2008-11-07 00:00:00+01:00;;;A32224;;;;;; date appeal; insert;, complete;;, nan; prefecture
338;;;NIL;Send Appeal to Prefecture;;;complete;2008-12-15 00:00:00+01:00;;;A32224;;;;;; appeal; send;, complete;;, nan; prefecture
339;74.0;;;Add penalty;;;complete;2008-12-19 00:00:00+01:00;;;A32224;;;;;; penalty; add;, complete;;, nan;
340;;;;Receive Result Appeal from Prefecture;;;complete;2009-02-06 00:00:00+01:00;;;A32224;;;;;; result appeal; receive;, complete; prefecture;, nan;
341;;;;Notify Result Appeal to Offender;;;complete;2009-02-13 00:00:00+01:00;;;A32224;;;;;; result appeal; notify;, complete;;, nan; offender
342;;0;G;Appeal to Judge;;;complete;2009-03-10 00:00:00+01:00;;;A32224;;;;;0.0;; appeal;, complete;;, 0; judge
343;36.0;566;NIL;Create Fine;A;0.0;complete;2008-07-08 00:00:00+02:00;157.0;0.0;A32727;;;;;; fine; create;, complete;;, 566;
344;;;;Send Fine;;;complete;2008-09-11 00:00:00+02:00;;;A32727;26.0;;;;; fine; send;, complete;;, nan;
345;;;;Insert Date Appeal to Prefecture;;;complete;2008-09-23 00:00:00+02:00;;;A32727;;;;;; date appeal; insert;, complete;;, nan; prefecture
346;;;;Insert Fine Notification;;;complete;2008-09-23 00:00:00+02:00;;;A32727;;P;P;;; fine notification; insert;, complete;;, nan;
347;74.0;;;Add penalty;;;complete;2008-11-22 00:00:00+01:00;;;A32727;;;;;; penalty; add;, complete;;, nan;
348;;;NIL;Send Appeal to Prefecture;;;complete;2008-12-15 00:00:00+01:00;;;A32727;;;;;; appeal; send;, complete;;, nan; prefecture
349;;;;Receive Result Appeal from Prefecture;;;complete;2009-02-04 00:00:00+01:00;;;A32727;;;;;; result appeal; receive;, complete; prefecture;, nan;
350;;;;Notify Result Appeal to Offender;;;complete;2009-02-07 00:00:00+01:00;;;A32727;;;;;; result appeal; notify;, complete;;, nan; offender
351;;;;Send for Credit Collection;;;complete;2010-10-15 00:00:00+02:00;;;A32727;;;;;; for credit collection; send;, complete;;, nan;
352;35.0;557;NIL;Create Fine;A;0.0;complete;2006-09-11 00:00:00+02:00;157.0;0.0;A3350;;;;;; fine; create;, complete;;, 557;
353;;;;Send Fine;;;complete;2006-12-29 00:00:00+01:00;;;A3350;22.0;;;;; fine; send;, complete;;, nan;
354;;;;Insert Fine Notification;;;complete;2007-01-08 00:00:00+01:00;;;A3350;;P;P;;; fine notification; insert;, complete;;, nan;
355;;;;Insert Date Appeal to Prefecture;;;complete;2007-03-08 00:00:00+01:00;;;A3350;;;;;; date appeal; insert;, complete;;, nan; prefecture
356;71.5;;;Add penalty;;;complete;2007-03-09 00:00:00+01:00;;;A3350;;;;;; penalty; add;, complete;;, nan;
357;;;;Receive Result Appeal from Prefecture;;;complete;2007-08-01 00:00:00+02:00;;;A3350;;;;;; result appeal; receive;, complete; prefecture;, nan;
358;;;;Notify Result Appeal to Offender;;;complete;2007-08-11 00:00:00+02:00;;;A3350;;;;;; result appeal; notify;, complete;;, nan; offender
359;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;A3350;;;;;; for credit collection; send;, complete;;, nan;
360;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;A3350;;;;;; appeal; send;, complete;;, nan; prefecture
361;36.0;541;NIL;Create Fine;A;0.0;complete;2008-08-03 00:00:00+02:00;7.0;0.0;A34030;;;;;; fine; create;, complete;;, 541;
362;;;;Send Fine;;;complete;2008-10-21 00:00:00+02:00;;;A34030;13.5;;;;; fine; send;, complete;;, nan;
363;;;;Insert Fine Notification;;;complete;2008-11-07 00:00:00+01:00;;;A34030;;P;P;;; fine notification; insert;, complete;;, nan;
364;74.0;;;Add penalty;;;complete;2009-01-06 00:00:00+01:00;;;A34030;;;;;; penalty; add;, complete;;, nan;
365;;0;NIL;Appeal to Judge;;;complete;2009-03-27 00:00:00+01:00;;;A34030;;;;;0.0;; appeal;, complete;;, 0; judge
366;;;;Send for Credit Collection;;;complete;2012-03-26 00:00:00+02:00;;;A34030;;;;;; for credit collection; send;, complete;;, nan;
